start_time,end_time,sound_event,audio_id
4.20281179138322,4.504671201814059,car,movie_scene_2.wav
4.574331065759637,5.921088435374149,car,movie_scene_2.wav
12.07437641723356,12.167256235827665,car,movie_scene_2.wav
12.376235827664399,14.210612244897959,car,movie_scene_2.wav
20.619319727891156,23.707573696145126,car,movie_scene_2.wav
23.754013605442175,23.870113378684806,car,movie_scene_2.wav
24.68281179138322,24.98467120181406,car,movie_scene_2.wav
27.16734693877551,28.69986394557823,car,movie_scene_2.wav
29.280362811791385,30.046621315192745,car,movie_scene_2.wav
30.139501133786847,30.1859410430839,car,movie_scene_2.wav
41.61015873015873,41.61015873015873,car,movie_scene_2.wav
41.703038548752836,42.21387755102041,car,movie_scene_2.wav
45.139591836734695,45.27891156462585,car,movie_scene_2.wav
45.58077097505669,46.04517006802721,car,movie_scene_2.wav
46.41668934240363,47.4615873015873,car,movie_scene_2.wav
53.777414965986395,54.96163265306122,car,movie_scene_2.wav
59.37342403628118,59.53596371882086,car,movie_scene_2.wav
67.19854875283447,67.29142857142857,car,movie_scene_2.wav
68.12734693877552,69.91528344671202,car,movie_scene_2.wav
70.05460317460317,71.30848072562358,car,movie_scene_2.wav
74.55927437641724,74.62893424036281,car,movie_scene_2.wav
75.02367346938776,77.48498866213151,car,movie_scene_2.wav
80.99120181405895,83.19709750566894,car,movie_scene_2.wav
85.54231292517007,86.51755102040816,car,movie_scene_2.wav
87.51600907029479,88.88598639455782,car,movie_scene_2.wav
89.35038548752834,89.42004535147392,car,movie_scene_2.wav
89.4897052154195,89.53614512471655,car,movie_scene_2.wav
89.74512471655329,95.08571428571429,car,movie_scene_2.wav
96.29315192743765,101.05324263038548,car,movie_scene_2.wav
102.16780045351474,102.33034013605442,car,movie_scene_2.wav
102.81795918367347,103.09659863945578,car,movie_scene_2.wav
119.11836734693877,119.14158730158731,car,movie_scene_2.wav
119.21124716553288,119.3273469387755,car,movie_scene_2.wav
130.77478458049887,130.82122448979592,car,movie_scene_2.wav
141.52562358276643,141.64172335600907,car,movie_scene_2.wav
142.6634013605442,142.6634013605442,car,movie_scene_2.wav
125.22521541950114,125.45741496598639,children,movie_scene_2.wav
132.93424036281178,132.98068027210886,children,movie_scene_2.wav
154.62167800453514,154.62167800453514,children,movie_scene_2.wav
155.96843537414966,160.47310657596373,children,movie_scene_2.wav
160.51954648526078,162.3307029478458,children,movie_scene_2.wav
169.94684807256235,170.94530612244898,children,movie_scene_2.wav
171.01496598639457,171.6651247165533,children,movie_scene_2.wav
172.03664399092972,172.17596371882087,children,movie_scene_2.wav
